1,2,1,0,0,0,0,1,3,1,-0.09967667242257193,-0.03623834640312161,2,0.21188363621859382,0,1.4,-0.135488045762357,0.9400769990953799,4.968,0.8952677490441138,0
4,2,1,0,1,0,0,0,2,1,-1.4544896980402242,-0.6552340345813251,1,0.21188363621859382,0,-1.8,-0.7658540736055471,-1.3567338633431085,1.365,-0.8211149231216179,0
6,1,4,0,1,1,0,3,4,1,-0.09967667242257193,-0.41833445021682747,1,0.21188363621859382,0,1.4,0.674250429028065,-0.43800951836771346,4.963,0.8952677490441138,0
4,2,0,0,1,0,0,1,4,1,-1.841579133930982,0.028717991245208383,1,0.21188363621859382,0,-2.9,-2.2589161558140716,1.9214416403190984,0.879,-1.1258061106611232,1
0,2,4,0,1,0,1,4,2,1,0.8680469173043226,3.142801237326911,1,0.21188363621859382,0,1.4,1.608695462172326,-0.25008862962274503,4.961,0.8952677490441138,0
6,1,0,0,1,0,1,3,0,1,1.5454534301131486,-0.586456735894858,3,0.21188363621859382,0,1.4,0.674250429028065,-0.43800951836771346,4.962,0.8952677490441138,0
6,1,4,0,0,0,0,1,3,1,-0.2932213903679508,-0.6132034631618174,5,0.21188363621859382,0,1.4,-0.135488045762357,0.9400769990953799,4.965,0.8952677490441138,0
6,1,3,0,0,0,1,6,0,1,0.48095748141356476,-0.5176794372083909,3,0.21188363621859382,0,1.1,0.8040819144375156,0.8774367028470581,4.864,0.4016414146460574,0
6,1,3,0,0,0,0,3,1,1,-0.2932213903679508,0.20830316003765012,4,0.21188363621859382,0,1.4,0.674250429028065,-0.43800951836771346,4.962,0.8952677490441138,0
6,1,3,0,0,0,1,6,1,1,-0.09967667242257193,-0.6858017228864215,4,0.21188363621859382,0,1.1,0.8040819144375156,0.8774367028470581,4.857,0.4016414146460574,0
6,1,4,0,0,0,0,6,2,1,-1.3577173390675348,0.9419276793599654,2,0.21188363621859382,0,-1.8,-1.0767663149808073,-1.1688129745981417,1.266,-0.8211149231216179,0
1,1,0,0,0,1,0,1,4,1,0.6745021993589436,-0.9532689955560156,14,0.21188363621859382,0,1.4,-0.135488045762357,0.9400769990953799,4.9639999999999995,0.8952677490441138,0
0,2,4,0,1,0,0,3,4,1,-1.2609449800948453,-0.2960636969964416,1,0.21188363621859382,0,1.4,0.674250429028065,-0.43800951836771346,4.963,0.8952677490441138,0
2,2,4,0,1,0,0,8,3,1,3.0938111736761797,-0.35337811256849744,1,0.21188363621859382,0,-3.4,-1.8660050815486857,2.8610460840439345,0.742,-1.9068267529566902,0
0,0,1,0,0,0,0,7,3,1,1.642225789085838,2.011796770038342,1,0.21188363621859382,0,-3.4,-1.4935937155058192,2.1928829240618284,0.72,-1.9068267529566902,0
0,2,4,0,1,1,0,4,0,1,1.158363994222391,0.01343414709266015,2,0.21188363621859382,0,-2.9,-0.9571846836826284,-0.041287642128336986,1.268,-1.1258061106611232,0
6,2,3,0,0,0,1,4,3,1,-0.8738555442040875,-0.9188803462127821,4,0.21188363621859382,0,1.4,1.608695462172326,-0.25008862962274503,4.961,0.8952677490441138,0
6,2,3,0,1,0,0,6,2,1,-1.164172621122156,0.09749528993167543,1,0.21188363621859382,0,-1.8,-1.0767663149808073,-1.1688129745981417,1.266,-0.8211149231216179,0
6,2,3,0,0,0,0,3,4,1,-1.2609449800948453,-0.6743388397720104,2,0.21188363621859382,0,1.4,0.674250429028065,-0.43800951836771346,4.957,0.8952677490441138,0
6,1,0,0,1,0,0,0,1,2,2.222859942921975,0.4069931340207772,2,-4.699393279559847,1,-1.8,0.38554620489392605,1.253278480336992,0.642,-2.0239133228408663,0
1,1,0,0,1,0,1,1,1,0,1.3519087121677698,-0.45272309956006096,2,0.21188363621859382,1,-1.7,0.8604561120495104,0.4807148266076831,0.898,-2.2514338165930607,0
6,2,4,0,1,0,1,4,1,1,-0.3899937493406403,-0.7316532553440662,21,0.21188363621859382,0,1.4,1.608695462172326,-0.25008862962274503,4.865,0.8952677490441138,0
6,2,4,0,0,0,0,3,3,1,-0.4867661083133297,-0.5329632813609392,3,0.21188363621859382,0,1.4,0.674250429028065,-0.43800951836771346,4.962,0.8952677490441138,0
0,1,4,0,1,0,0,7,2,1,-0.5835384672860192,-0.24639120350065982,1,0.21188363621859382,0,-0.1,-0.5523154462873932,-0.29184882712162724,4.0760000000000005,0.4655068164010638,0
0,1,0,0,1,1,0,7,2,1,1.5454534301131486,0.651534640461549,2,0.21188363621859382,0,-0.1,-0.5523154462873932,-0.29184882712162724,4.0760000000000005,0.4655068164010638,0
0,1,4,0,1,0,0,7,0,1,1.0615916352497015,-0.712548450153381,2,0.21188363621859382,0,-0.1,-0.5523154462873932,-0.29184882712162724,4.021,0.4655068164010638,0
1,1,0,0,0,0,0,7,0,0,1.3519087121677698,-0.5253213592846651,3,0.21188363621859382,1,-0.1,-0.5523154462873932,-0.29184882712162724,4.021,0.4655068164010638,0
1,1,1,0,0,0,0,7,1,1,1.4486810711404592,-0.2540331255769339,1,0.21188363621859382,0,-0.1,-0.5523154462873932,-0.29184882712162724,4.191,0.4655068164010638,0
3,1,4,0,1,0,0,3,1,1,-0.3899937493406403,-0.257854086615071,3,0.21188363621859382,0,1.4,0.674250429028065,-0.43800951836771346,4.962,0.8952677490441138,0
2,1,4,0,1,0,0,0,2,0,3.2873558916215586,-0.6896226839245586,1,0.21188363621859382,1,-1.8,-0.7658540736055471,-1.3567338633431085,1.365,-0.8211149231216179,0
1,2,1,0,1,1,0,3,4,1,-0.7770831852313981,0.44520274440214774,1,0.21188363621859382,0,1.4,0.674250429028065,-0.43800951836771346,4.963,0.8952677490441138,0
1,0,0,0,1,0,1,6,4,1,1.7389981480585275,1.0833032377710365,2,0.21188363621859382,0,1.1,0.8040819144375156,0.8774367028470581,4.857,0.4016414146460574,1
4,2,1,0,0,1,0,9,2,2,-1.5512620570129136,0.5712944586606706,2,-4.734154592411666,2,-1.1,1.1542852632392853,0.6477556166032089,0.878,-2.623981993497251,1
6,2,4,0,1,0,1,6,0,1,-0.19644903139526138,0.13570490031304602,1,0.21188363621859382,0,1.1,0.8040819144375156,0.8774367028470581,4.864,0.4016414146460574,0
1,2,0,0,0,0,0,0,1,1,-0.5835384672860192,-0.18907678792860394,1,0.21188363621859382,0,-1.8,-0.7658540736055471,-1.3567338633431085,1.405,-0.8211149231216179,0
0,2,3,0,1,0,0,0,4,1,-1.3577173390675348,-0.5558890475897615,1,0.21188363621859382,0,-1.8,-0.7658540736055471,-1.3567338633431085,1.445,-0.8211149231216179,1
6,2,1,0,0,0,1,6,2,1,-1.841579133930982,-0.08208987886076631,1,0.21188363621859382,0,1.1,0.8040819144375156,0.8774367028470581,4.855,0.4016414146460574,0
6,2,4,0,0,0,1,6,3,1,0.09386804552280698,-0.23492832038624864,3,0.21188363621859382,0,1.1,0.8040819144375156,0.8774367028470581,4.857,0.4016414146460574,0
0,1,4,0,0,0,1,4,2,1,-0.09967667242257193,-0.4489021385219239,1,0.21188363621859382,0,1.4,1.608695462172326,-0.25008862962274503,4.961,0.8952677490441138,0
1,0,1,0,1,0,0,7,1,1,0.5777298403862542,-0.6628759566575992,1,0.21188363621859382,0,-0.1,-0.5523154462873932,-0.29184882712162724,4.191,0.4655068164010638,0
0,2,4,0,1,1,0,1,2,1,-0.7770831852313981,4.594766431818993,2,0.21188363621859382,0,1.4,-0.135488045762357,0.9400769990953799,4.968,0.8952677490441138,0
0,1,4,0,0,0,0,1,4,1,1.835770507031217,0.7661634716056607,1,0.21188363621859382,0,1.4,-0.135488045762357,0.9400769990953799,4.965,0.8952677490441138,0
6,1,3,0,1,1,1,6,1,1,1.4486810711404592,-0.24257024246252276,2,0.21188363621859382,0,1.1,0.8040819144375156,0.8774367028470581,4.857,0.4016414146460574,0
0,2,1,0,1,0,0,6,4,1,-1.164172621122156,0.13952586135118308,1,0.21188363621859382,0,-1.8,-1.0767663149808073,-1.1688129745981417,1.281,-0.8211149231216179,0
6,1,4,0,1,1,0,3,0,1,-0.4867661083133297,0.854045575482813,3,0.21188363621859382,0,1.4,0.674250429028065,-0.43800951836771346,4.962,0.8952677490441138,0
6,1,1,0,1,1,0,9,2,2,0.3841851224408753,-0.35337811256849744,1,-4.734154592411666,2,-3.4,-1.9548371505130493,2.2555232203101507,0.809,-1.9068267529566902,0
6,1,0,0,1,0,0,1,1,1,1.835770507031217,0.24651277041902073,1,0.21188363621859382,0,-1.7,0.8604561120495104,0.4807148266076831,0.904,-2.2514338165930607,1
0,2,4,0,0,0,0,3,3,1,-0.7770831852313981,1.1291547702286813,2,0.21188363621859382,0,1.4,0.674250429028065,-0.43800951836771346,4.961,0.8952677490441138,0
5,2,1,0,1,0,0,7,2,1,-0.6803108262587086,-0.712548450153381,4,0.21188363621859382,0,-0.1,-0.5523154462873932,-0.29184882712162724,4.0760000000000005,0.4655068164010638,0
1,1,1,0,0,0,1,6,4,1,-0.8738555442040875,-0.586456735894858,5,0.21188363621859382,0,1.1,0.8040819144375156,0.8774367028470581,4.859,0.4016414146460574,0
1,1,0,0,0,0,0,7,1,1,1.0615916352497015,0.2923643028766654,1,0.21188363621859382,0,-0.1,-0.5523154462873932,-0.29184882712162724,4.191,0.4655068164010638,0
0,1,4,0,0,0,0,1,4,1,1.642225789085838,1.11769188711427,3,0.21188363621859382,0,1.4,-0.135488045762357,0.9400769990953799,4.9639999999999995,0.8952677490441138,1
3,2,4,0,1,0,0,3,4,1,0.09386804552280698,3.077844899678581,3,0.21188363621859382,0,1.4,0.674250429028065,-0.43800951836771346,4.963,0.8952677490441138,1
1,1,3,0,1,0,0,3,1,1,-0.2932213903679508,0.28090141976225425,5,0.21188363621859382,0,1.4,0.674250429028065,-0.43800951836771346,4.96,0.8952677490441138,0
3,1,0,0,0,0,0,1,1,1,1.4486810711404592,-0.8080724761068074,5,0.21188363621859382,0,1.4,-0.135488045762357,0.9400769990953799,4.965,0.8952677490441138,0
